Ninja Forms Contact Form — The Drag and Drop Form Builder for WordPress;https://ru.wordpress.org/plugins/ninja-forms/;Конструктор форм WordPress, удобный для новичков. Тащи-и-бросай поля формы, чтобы создать красивые профессиональные контактные формы…;800 000+ активных установок;6.4.4
The Events Calendar;https://ru.wordpress.org/plugins/the-events-calendar/;The Events Calendar: #1 calendar plugin for WordPress. Create/manage events (virtual too!) on your site…;700 000+ активных установок;6.5.2
MailPoet — Newsletters, Email Marketing, and Automation;https://ru.wordpress.org/plugins/mailpoet/;Отправляйте прекрасные рассылки из WordPress. Собирайте подписчиков с помощью форм подписки, автоматизируйте письма для WooCommerce,…;700 000+ активных установок;6.4.4
Spectra — WordPress Gutenberg Blocks;https://ru.wordpress.org/plugins/ultimate-addons-for-gutenberg/;Усиление Gutenberg’а продвинутыми блоками, помогающими создавать сайты в кратчайшие сроки! Это первый плагин Gutenberg созданный…;700 000+ активных установок;6.5.2
Slider, Gallery, and Carousel by MetaSlider — Responsive WordPress Plugin;https://ru.wordpress.org/plugins/ml-slider/;Лучший плагин слайдера, галереи и карусели для WordPress. Отзывчивый и простой в использовании с изображениями,…;600 000+ активных установок;6.5.2
WP Shortcodes Plugin — Shortcodes Ultimate;https://ru.wordpress.org/plugins/shortcodes-ultimate/;Обширная коллекция визуальных компонентов для вашего сайта;600 000+ активных установок;6.5.2
WordPress Gallery Plugin — NextGEN Gallery;https://ru.wordpress.org/plugins/nextgen-gallery/;Самый популярный плагин WordPress для галерей и один из самых загружаемых плагинов за всю историю…;500 000+ активных установок;6.5.2
Forminator — Форма обратной связи, форма оплаты и произвольный конструктор форм;https://ru.wordpress.org/plugins/forminator/;Лучший плагин для создания форм WordPress. Создавайте контактные формы, формы оплаты и формы заказов с…;500 000+ активных установок;6.5.2
AMP;https://ru.wordpress.org/plugins/amp/;An easier path to great Page Experience for everyone. Powered by AMP.;400 000+ активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
Contact Form 7;https://ru.wordpress.org/plugins/contact-form-7/;Ещё один плагин контактных форм. Простой, но гибкий.;5+ млн активных установок;6.5.2
Yoast SEO;https://ru.wordpress.org/plugins/wordpress-seo/;Улучшите SEO вашего WordPress: поработайте над качеством контента и получите полностью оптимизированный WordPress-сайт с помощью…;5+ млн активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Image Photo Gallery Final Tiles Grid;https://ru.wordpress.org/plugins/final-tiles-grid-gallery-lite/;Галерея изображений + Галерея фотографий + Галерея портфолио + Плиточная галерея в 1 плагине. Включает…;20 000+ активных установок;6.5.2
Image Gallery Block;https://ru.wordpress.org/plugins/image-gallery-block/;Произведите впечатление на свою аудиторию красивой галереей изображений с лайтбоксами.;4 000+ активных установок;6.5.2
Quiz Maker;https://ru.wordpress.org/plugins/quiz-maker/;Плагин QUIZ MAKER позволяет создать и проводить неограниченное количество викторин, экзаменов и тестов.;20 000+ активных установок;6.5.2
Slider Responsive Slideshow — Image slider, Gallery slideshow;https://ru.wordpress.org/plugins/slider-responsive-slideshow/;Плагин адаптивного слайдера для вашего сайта WordPress. Карусель, слайдер изображений, слайдер фотографий, галерея слайдеров.;3 000+ активных установок;6.5.2
Classic Editor;https://ru.wordpress.org/plugins/classic-editor/;Включает предыдущую «классическую» версию редактора и экран редактирования записей в старом стиле, с TinyMCE, полями…;5+ млн активных установок;6.5.2
Akismet Anti-spam: Spam Protection;https://ru.wordpress.org/plugins/akismet/;Лучшая защита от спама для блокировки спам-комментариев и спама в контактной форме. Самое надежное решение…;5+ млн активных установок;6.4.4
Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress;https://ru.wordpress.org/plugins/jetpack/;Укрепите защиту сайта WordPress с помощью простых, но эффективных инструментов: резервного копирования, WAF и проверки…;4+ млн активных установок;6.5.2
Classic Widgets;https://ru.wordpress.org/plugins/classic-widgets/;Включает экраны настройки классических виджетов во Внешний вид — Виджеты и интерфейс настройки темы. Отключает…;2+ млн активных установок;6.5.2
Gutenberg;https://ru.wordpress.org/plugins/gutenberg/;The Gutenberg plugin adds editing, customization, and site building to WordPress. Use it to test…;300 000+ активных установок;6.4.4
Performance Lab;https://ru.wordpress.org/plugins/performance-lab/;Performance plugin from the WordPress Performance Team, which is a collection of standalone performance features.;100 000+ активных установок;6.5.2
Performant Translations;https://ru.wordpress.org/plugins/performant-translations/;Ускоряет интернационализацию/локализацию в WordPress как никогда.;10 000+ активных установок;6.5.2
Preferred Languages;https://ru.wordpress.org/plugins/preferred-languages/;Выберите языки в предпочитаемом порядке для отображения WordPress.;3 000+ активных установок;6.5.2
Elementor Website Builder — More than Just a Page Builder;https://ru.wordpress.org/plugins/elementor/;В конструкторе сайтов Elementor есть всё: визуальный конструктор страниц работающий на принципе перетащи и вставь,…;5+ млн активных установок;6.5.2
